product_uid,product_description
137602,"The Mighty Mule 5-Watt Solar Panel Kit is an excellent option for charging the battery in your Mighty Mule Gate Opener. The Solar Kit provides a clean source of power; it can be used in place of the factory transformer. The Solar Panel Kit also includes a strong steel support and mounting hardware with required 8 ft. low voltage wire, ideal for environments lacking a power source at the site of installation.30% Residential energy efficient property tax credit, residential home owners can use this credit on a new operator system, accessories and installationEasy DIY (do it yourself) installation to most applications including fencing, posts or wallsIncreases your savings on your electric bill and can increase your property valueDistant applications may require longer low voltage wire; available lengths include 100 ft. (RB509-100), 250 ft. (RB509-250) or 500 ft. (RB509-500)Compatible with all Mighty Mule automatic gate openersBacked by a 12 month Mighty Mule warranty and technical support"
137613,"Diablo Demo Demon reciprocating saw blades are specifically designed for maximum performance in nail-embedded wood applications. These high performance blades feature bi-metal technology that delivers up to 5x longer life of standard blades on the market. Diablo's patented variable tooth technology provides faster cuts with less vibration.PermaShield coating protects the blade from heat, gumming and corrosion1 in. demolition body for straighter cuts with less vibrationUltra-hardened cutting edge for up to 5x longer life than standard bladesUnique plunge tip design that enables faster and easier plungingIdeal for nail-embedded wood applicationsRed reciprocating blades are a registered trademark of Freud America, Inc."
137625,"This professional, 2-Stage, electric knife Sharpener creates hairsplitting Sharpness and an edge that lasts. Perfect for Sharpening all types of knives, including hunting, fishing, pocket, kitchen and household knives. The Diamond Hone Sharpener 42 uses 2-Stage Sharpening technology for stronger and more durable edges and faster results.Patented, flexible spring knife guides ensure precise angle control and eliminate the guesswork of Sharpening knivesFor straight edge and serrated bladesStage 1 Sharpens using 100% fine diamond abrasives, Stage 2 uses a revolutionary stropping/polishing disk hones the edge using ultra-fine 100% diamond abrasivesCreates, in just seconds, an edge of unprecedented Sharpness and durabilityDiamonds are the most durable abrasive and they Sharpen any knife alloy, faster than any abrasivePowerful AC motor is safe for quality knives, guaranteed to never distemperEngineered and assembled in the USA"
137669,"Oatey Galvanized Base No-Calk Roof Flashings can be used in commercial and residential applications where a watertight seal for roof penetrations around the plumbing vent pipe is required. Roof Flashing slides over DWV pipe for pitch to 40 degree. Made of rust-proof, stamped 24 or 28 gauge galvanized steel.Galvanized baseSelf-sealing collar slides over pipe and requires no caulkingCollar unattached from flashing base for Electrical Service Mast applicationsDo not use petroleum based products or paint on flashing collar or plastic baseNot for hot-mopped or built-up roofs"
137737,"The Exaco Trading Co. Earthmaker 124-Gallon Composter is designed as an efficient way to dispose of organic domestic waste. It features large openings for adding waste and removing compost. This composter keeps the fresh waste and mature compost separate. As the material decomposes, it loosens and spills from shelf to shelf.Holds up to 124 gallonsLarge openings for adding waste and removing compostKeeps fresh waste and mature compost separateCan be used to dispose of domestic organic wastePatented ""continuous cycle composting"" process makes it easy to add new waste at the top while removing mature compost at the bottom (achieved by holding material above the ground during the mixing and digesting stages)Heat generated by the decomposition process draws air up through the holes on the shelves under the materialAs the material decomposes, it loosens and spills from shelf to shelf"
137867,"Checking co levels is as easy as pushing just 1 button on the model C010, which measures up to 1,000 ppm. An audible indicator increases in tone starting at 35 ppm. The higher the concentration of co, the faster the alarm will sound. Above 200 ppm, the alarm will sound continuously. A backlight on the display can be used for low light areas. Additional features include: max hold, data hold and auto-power-off. The meter comes complete with a 9-volt battery, protective holster and case.Auto zero at startup1 ppm resolution with plus/minus 5% or plus/minus 10 ppm basic accuracy (whichever is greater)Utilizes a stabilized electrochemical gas specific (CO) fast response sensorMemory stores 10 readings"
137892,"You know wherever there's decking, there's railing. But traditionally, that's mean either a stick -built wooden version, a traditional composite railing combo or a white PVC model. In other words, not much variety. Instead, Trex has a better way to build railing: With modular components. A simple step-by-step process helps you choose the basic elements of railing in not-so-basic materials finishes and colors. Trex Trascend railing is a high-performance composite with a fade resistant shell. It comes in 7-colors, 3 top and bottom rail styles, 3-baluster options (Plus 3-glass panels), a hidden bracket system.California residents: see&nbsp;Proposition 65 informationTranscend is a 5-step process, choose Trex post sleeves, caps and skirts (Steps 1 and 2), then choose a top rail, a bottom rail and balusters for a custom design (Steps 3-4)91.5 in. Transcend white universal top or bottom rail is one of the three (3) component options for a top rail and one of two (2) component options bottom railOne 91.5 in. universal top or bottom rail25-year limited residential warrantyTrex item #: WTUNIVTBR08"
138173,"The North States Diamond Mesh Gate provides your child a safe place to play. The sturdy frame surrounds rigid diamond mesh panels which adjust to fit openings 26.5 to 42 in. wide and is 23 in. high. Right out of the box, the Diamond Mesh Gate can be installed in a matter of seconds, no measuring, no mess. Just expand the gate to fit your opening and lock in place. Ideal for the bottom of stairs or between rooms. This gate is proudly made in the U.S.A.Adjusts to fit openings 26.5 to 42 in. wide and is 23 in. highIdeal for bottom of stairs or between roomsPressure mounts instantly and securely without hardwareSturdy frame with rigid diamond mesh panels"
138215,"The first ever rotary tool with the EZ Change mechanism allowing easy and fast accessory changes without a wrench. Features a variable-speed high-performance motor with electronic feedback circuitry that enables consistent performance at all speeds. EZ Lock and EZ Drum systems to complete the wrench-less experience of accessory change.Patented EZ lock and EZ drum mechanism for quick and easy change of wheels and sanding bandsHighest value rotary tool kit with most assorted variety of attachments and accessories in a premium metal caseHighest performing Dremel rotary motor with 20% more venting for cooler runningVariable speed and electronic feedback to keep speed constant under load and avoid stallingIncludes: 4200 rotary tool with EZ change, 8 attachments, 64 accessories, 1 attachment adapter plus drive coupling, 2 accessory set plastic case, 1 metal case with top lid and bottom drawerReplaceable motor brushes extend tool life""Click here to connect to the world's most talented & novice DIYers in one community. Share, Learn, Connect, and Inspire. Craft. Fix. Build. Join Now""Home Depot Protection Plan:"
138243,This Premier Copper Products Bathroom Sink Drain is made of solid brass for durability and performance. It features a push pop top in oil rubbed bronze finish. This non-overflow drain fits a 1.5 in. drain opening.Design: push pop topOil rubbed bronze finishSolid brass materialDrain size: 1.5 in.Installation type: compression threadedLimited lifetime warranty
138250,"Add a measure of safety, security and convenience to everyday life with Westek Timers, Light Controls & Dimmers. 6-Outlet Photocell Stake Timer This Outdoor Timer has 6 grounded outlets; it accepts lights/appliances with three prong plugs. It automatically turns on at dusk and off after 2/4/6/8 selectable hours or at dawn. This saves energy and money as we all know how often we forget to pull the plug or simply too lazy to walk out in the cold and rainy nights. Its durable rain-tight housing protects the timer from elements. Perfect for outdoor lightings. Turns lights/appliances on at dusk, off at user programmed time-2 / 4 / 6 / 8 hours or at dawn Spring loaded cover over each receptacle Cover over top dial to protect from elements Works with compact fluorescent, LED, halogen, and incandescent bulbs 6' cord with grounded plug 6 receptacles accept 3-prong plugs12 in. ground stake Save money and energy No wiring required, simply plug in.California residents: see&nbsp;Proposition 65 informationTimers save money and energy, add safety, security and convenience to homesTurns lights/appliances on at dusk, off at user programmed time-2/4/6/8 hours or at dawnNo wiring required, simply plug inGrounded, accepts lights/appliances with three prong plugsWorks with CFL, LED or incandescent bulbsHome Depot Protection Plan:"
138341,"The glass and stone combination of Splashback Tile's Metropolis Black Blend 12 in. x 12 in. Marble and Glass Mosaic Floor and Wall Tile create a beautifully multi-dimensionally effect. It is great to install in kitchen backsplashes, bathrooms and any decorated spot in your home. The mesh backing not only simplifies installation, it also allows the tiles to be separated which adds to their design flexibility.1 square foot per piece, each piece sold individually. Piece weight equals 3 lbs.Grade 1, first-quality stone and glass tile for wall and top use12 in. width x 12 in. length x 5/16 in. thickGlazed smooth finish with some random shade and tone variationP.E.I. Rating 0 is suitable for walls and residential use onlyNon-Vitreous flooring has water absorption of more than 7% for indoor useC.O.F. Slipresistance/C.O.F. rating greater than .50 is recommended for standard residential applications and is marginally skid resistant. Indoor useNot frost resistantResidential and commercial useLearn how to get a Lifetime Warranty by using Custom Building Products from The Home Depot. Visit www.homedepot.com/CBPDon't forget your coordinating trim pieces, grout, backerboard, thinset and installation toolsAll online orders for this item ship via ground and may arrive in multiple boxesIt is recommended you purchase a minimum of 10% overage to account for design cuts and patterns"
138386,"The AF Lighting 8915-1P Dalton Pendant is crafted in molded glass with a clear iridescent finish. It comes with a 10 ft. chain and a swag kit, making it versatile so they can transform a dark area with needed light. This transitional style pendant takes a 60-Watt bulb (not included) and has an on/off line switch. Due to handcrafting, no 2 are alike.Dalton pendantCrafted in molded glassClear iridescent finish10 ft. chain includedSwag kit includedTransitional styleTakes a 60-Watt bulb (not included)On/off line switchDue to handcrafting, no 2 are alikeElements seriesAdjustable heightShade diameter: 8.5 in. x 4.75 in.Canopy size: 5 in. x 1 in."
138479,"Simplify your life with the 10.5 in. x 15 in. Extra Large White Aluminum Ideal Pet Patio Door. Give your large furry friend access to shelter day and night and get them in out of the heat, rain, and cold without any fuss or scratching at the door. Economical and dependable, the Ideal Pet Patio doors require no changes to your existing sliding patio door and can be installed or removed with ease. Keep your pet safe and happy with an Ideal door.Aluminum pet patio doors will not fit correctly with vinyl sliding configurations - aluminum and vinyl are NOT INTERCHANGEABLEAdjustable to fit existing aluminum sliding door heights of 77-5/8 - 80-3/8 in. (other heights available)Flap size of 10-1/2 in. wide by 15 in. tall to accommodate large petsIdeal for pets weighing up to 90 lbs. and up to 10-1/2 in. wideRequires no changes to your existing door and can be installed within minutes without any tools using our simple step-by-step instructionsUnit is comprised of a white aluminum-framed safety glass panel mounted above a plastic framed pet doorWhite plastic pet door frame is dependable and stands up to everyday useFlexible vinyl flap is clear to allow pet to see through opening and non-toxic for added safetyComes with a rigid lock-out panel that slides into grooves on the inside of the frame and snaps into place to effectively lock the doorMagnetic flap closure ensures a strong seal when door is not in useLock-out panel and self-closing flap deter unwanted pests from entering your homeQuick and easy installation with simple step-by-step instructionsPanel can be installed in either a right or left hand sliding door openingPet patio door has a standard rise of 8 in.; rise is the distance from the floor to the bottom of the pet doorYou may need to align your sliding patio door with the Ideal Pet patio door for a proper fit; please refer to the manufacturer's sliding door adjustment instructions for your brand of sliding patio door"
138537,"Tough tungsten carbide makes bit suitable for multi-material applications. Sharp diamond-ground edges deliver high drilling speed, even in hard materials. Optimized drilling for good dust clearance in multiple materials.Drills tile, masonry, wood, metal and concreteInnovative tungsten carbide plate suitable for multi-purpose applicationsSharp, multiple diamonds ground cutting edges for a high drilling rate, even in hard materials such as tiles and concretesSturdy drilling head for a long serviced life in drilling and impact drilling applicationsIncludes (1) 5/32 in. x 4 in. x 6 in., (1) 3/16 in. x 4 in. x 6 in., (1) 1/4 in. x 4 in. x 6 in., (1) 5/16 in. x 4 in. x 6 in., (1) 3/8 in. x 4 in. x 6 in."
138696,"The 2014 NEC has mandated Ground Fault and Arc Fault circuit protection on many 15-Amp and 20-Amp kitchen and laundry circuits. General Electric offers both Ground Fault and Combination Arc Fault (GFCI and CAFCI) protection in a simple to apply and cost effective solution. GFCI protection guards against ground fault as an effective means of preventing electrical shocks. GFCI circuit breakers accomplish this by detecting when current is ""leaking"" somewhere outside its intended path. If your body provides path to ground for this ""leakage"" you could be burned, shocked or even electrocuted. CAFCI protection guards against damage or fires which can result from arcing and sparking that can arise from deteriorated wires, poor connections and breaches in wire insulation. With more than 67,000 home fires claiming more than 485 lives and injuring 2,300 victims annually, the added safety provided by CAFCI protection is an important step forward in reducing this risk.GE DFCI has important features for assisting you or your electrician in troubleshooting a trip, should the DFCI trip, the yellow LED will blink to indicate the last known trip conditionIndicates the last known trip condition by illuminating LED appearing for 5 seconds each time the DFCI is turned on for up to 30 daysUnit's last known trip condition can be cleared by performing a series of functions provided in the instructionsDFCI has a self-test feature that meets a June 2015 requirement from UL on all ground fault circuit breakers"
138801,Raco Service Entrance Heads are used to bring overhead electrical service into buildings. Entrance heads are designed for use with Rigid/IMC or EMT conduit. Entrance heads feature a clamp type design.Aluminum construction provides corrosion resistancePlastic insulator snaps out easily for quick cable insertionLightweight construction eases installationAvailable in trade sizes 1/2 in. through 4 in.
138921,The design of this series draws its inspiration from historic English manor houses throughout the southern region. The traditional design of the cast aluminum framework is accentuated with a hazelnut bronze finish and designer water glass.Outdoor rust resistant finishUL listed for safetyHardware included for easy installationPre-wired with simple installation instructionsConvenient glass removal for easy bulb change
139249,"The Urban Platinum Metal Mosaic Tile - 3 in. x 6 in. Tile Sample is a clean geometric design, with a combination of aluminum silver and glass, is chic and visually striking. This choice from our Urban Selection will provide any room with a sleek, stylish and contemporary appearance. This is a great alternative to use for a kitchen backsplash, feature wall or as decorative borders.0.25 square foot per piece, each piece sold individually. Piece weight equals 1.5 lb.Grade 1, first-quality metal tile for wall and top use3 in. width x 6 in. length x 8 mm thick mesh-mounted mosaic. Varying width and length brick piecesGlazed smooth finish with some random shade and tone variationP.E.I. Rating 0 is suitable for walls and residential use onlyNon-Vitreous flooring has water absorption of more than 7% for indoor useSlip-resistance/Coefficient of Friction rating greater than 0.50 is recommended for standard residential applications and is marginally skid resistant. Indoor and outdoor useCompletely frost resistant for indoor or outdoor applications; use a latex-modified thinset for acceptable bond strengthResidential and commercial useLearn how to get a Lifetime Warranty by using Custom Building Products from The Home Depot. Visit www.homedepot.com/CBPDon't forget your coordinating trim pieces, grout, backerboard, thinset and installation toolsAll online orders for this item ship via ground and may arrive in multiple boxesIt is recommended you purchase a minimum of 10% overage to account for design cuts and patternsTile samples are not returnable"
139251,"This Cassia Collection tree light will update the exterior of your home with its traditional and eye-catching design. Featuring a black finish, this fixture will accommodate a variety of outdoor decor styles. With its easy installation and low upkeep requirements, this tree light will not disappoint.Uses (1) bi-pin base, halogen bulb, 50-Watt maximumBulb includedDurably crafted from cast aluminum, making it ideal for outdoor installationIncludes installation hardware, easy instructions and template for convenient setupWeather resistant coating increases sustainabilityFixture comes pre-wired with UL listed direct burial wire/cableLow voltage transformer required for installation (not included)50 in. wire included48 in. cable includedPlease allow 5 days for shippingHome Depot Protection Plan:"
139329,This Pratt Retail Specialties Bubble Cushion is perfect for professional moving needs. The large bubble size is great for void fill protection in moving boxes. This bubble cushion is made from 30% recycled material.Use for wrapping odd shaped itemsPlastic construction100% recyclable3/16 in. x 48 in. x 750 ft.Click here to calculate all your moving needs
139358,"The RDI Endurance Hand Rail System is an ADA-compliant; graspable Hand Rail that provides added safety to any stair or ramp. This vinyl-clad aluminum system is compatible with all other RDI railing products as well as other vinyl, wood, and composite guard rail systems, and it can also be mounted directly to any wall surface. Unlike other systems, this low-maintenance, and easy to install system has no ugly exposed attachment bolts or screws because they are hidden by the included caps and trims, and the complete metal-to-metal connections ensure maximum strength. The Endurance Hand Rail Bracket provides strength and easy installation to virtually any surface. Includes stainless steel screws and mounting bolt cover to provide a clean, finished look (mounting bolt not included). Please note: it is recommended that Hand Rail not exceed 6 ft. between brackets.Cast aluminum bracket provides strength and added securityEnsures secure attachment to virtually any surfaceIncludes stainless steel screws and mounting bolt coverEasy to install"
139476,"The Master Flow 6 in. x 6 in. x 6 in. Wyes are made of 30-gauge, galvanized steel. They are used primarily to transition from 1 pipe to 2 pipes in heating and air conditioning applications. They are easily installed with sheet metal screws (not included). The joints have a maximum temperature rating of 390 degrees Fahrenheit.30-gauge, galvanized steelUsed primarily to transition from 1 pipe to 2 pipes in heating and air conditioning applicationsCan be installed with sheet metal screws (not included)Maximum temperature rating of 390 degrees FahrenheitMinimum temperature rating of -100 degrees Fahrenheit"
139484,"This comprehensive, full-spectrum palette contains a total of 1434-colors from the BEHR color display. Discover the perfect color for your project from the four sections of pure, muted, shaded and neutral colors. Each page shows a 7-step value range of light to dark colors.Full spectrum fan deck covers all color families from red, orange, yellow, green, blue and purpleDeck is divided into 5-sections: pure, muted, shaded, neutral and whites90-whites are featured in larger sizes for easy viewing7-colors per fan deck page, arranged in light to dark valuesEasy color coordination can be achieved by using lighter or darker colors on the same pageAll colors are available in both interior and exterior paint productsQuick reference sheen guideActual paint colors may vary from on-screen and printer representations"
139490,"This Philips 15-Watt (15W) T8 Linear Fluorescent Light Bulb provides a bright white light that simulates natural daylight, making it ideal for placement in a variety of living spaces. Its 590 lumens of brightness and 5000K color temperature provide immersive illumination. The bulb provides up to 7,500 hours of long-lasting use.Brightness:  590 lumensEstimated Yearly Energy cost: $1.81 (Based on 3 hrs/day, 11/kWh. Costs depend on rates and use)Life: 6.8 years  (Based on 3 hrs/day)Light Appearance: 5000K natural lightEnergy used: 15 wattsLumens/Watt: 39T8 linear shape, bi-pin baseIdeal for use in living spaces in need of simulated natural daylightContains mercury: yes (for more info on clean-up and safe disposal, visit: epa.gov/cfl)"
140041,"Instantly transform your existing shower alcove space and upgrade your bath's design with the Soleil 60 in. Frameless Hinge Shower Door. Constructed of durable 6 mm ANSI-certified tempered clear glass and chrome finish hardware, you can achieve a custom-look in your bath at an attainable cost. Deluxe clear seal strips prevent leakage which allows for its completely frameless design. Includes two interior glass shelves designed with convenience and functionality in mind. This model does not include the matching 2.5 low-profile acrylic fiberglass base and is reversible for right or left hand installation.60 in. x 75 in. completely frameless shower doorStainless steel hardware finishPremium clear 1/4 in. (6 mm) durable ANSI Z97.1 tempered glassWall mounted brackets; self-closing hingesReversibly engineered for left and right handed door installation2 stationary clear glass panelsBuilt in 2-tier glass shelving storage systemFull-length premium clear leakage sealsInstallation hardware includedNo out-of-plumb adjustability5-year limited warrantyShower base not included"
140186,"The Philips 20-Watt T3 Halogen Dimmable Light Bulbs (2-Pack) are designed for use with 12-Volt enclosed fixtures, making them ideal for landscape and accent lighting around the home or garden. They emit 250 Lumens of bright, white light and last up to 2,000 hours.Brightness: 250 LumensEstimated yearly energy cost: $2.41 (based on 3 hours/day, 11/kWh. cost depends on rates and use)Life: 1.8 years (based on 3 hour per day)Light appearance: 2800K (soft white)Energy used: 20-WattLumens per Watt: 12.5Uses 0% less energy compared to a standard incandescent light bulbFor use with enclosed 12-Volt fixturesIdeal for accent lighting around the home and gardenG4 bi-pin base"
140196,The Schlage Orbit Satin Chrome Dummy Knob features a versatile modern design that's ideal for use in contemporary homes or light commercial applications.Dummy trim for 1 side of a doorUse as a decorative door pull or as a matching inactive trimVersatile modern design for contemporary homes or light commercial applicationsUniversal flat-ball knob for interior useWorking parts made of solid brass for long-lasting durabilityMatte finish of satin chrome is an alternative or complement to stainless steelHardware included for easy installationMeets ANSI Grade 2 specifications
140486,"Get the Jeffrey Court 12 in. x 12 in. Castle Stone Brick Glass Mosaic Tile to incorporate a lustrous detail into your decor. The combination of a smooth, unglazed finish, a high/low sheen and random variations in tone creates a stylish look that looks great when paired with complementary glass, stone or ceramic field tiles (sold separately). This handsome mosaic sheet is constructed from durable glass material and is an excellent choice for a wide variety of floor, wall and accent applications in bathrooms, kitchens and more.1 square foot per piece, each piece sold individually. Piece weight equals 3.2 lb.Grade 1, glass tile for floor, wall and backsplash use12 in. width x 12 in. length x 8 mm thick mesh-mounted mosaicUnglazed smooth finish with a high/low sheen and a random variation in toneP.E.I. Rating 0 is suitable for walls and residential use onlySemi-Vitreous flooring has water absorption of more than 3% but less than 7% for indoor useC.O.F. greater than .50 recommended for standard residential applications and is marginally skid resistant. Indoor useNot frost resistantResidential and commercial useLearn how to get a Lifetime Warranty by using Custom Building Products from The Home Depot. Visit www.homedepot.com/CBPDon't forget your coordinating trim pieces, grout, backerboard, thinset and installation toolsAll online orders for this item ship via parcel ground and may arrive in multiple boxesIt is recommended you purchase a minimum of 10% overage to account for design cuts and patterns"
140684,"The YARDGARD 1 in. x 3 ft. x 50 ft. 20-Gauge Galvanized Poultry Netting features a 1 in. hexagonal mesh weave and is both lightweight and economical. Poultry netting has many uses, such as creating pens to confine poultry, rabbits and other small animals, plant protection and support, soil erosion prevention and compost pile confinement.Welded, galvanized steel fencing for strength and durability20-Gauge steel wire offers flexibility and light weightGalvanized prior to weaving for longer-lasting rust protection1 in. Hexagonal mesh for confinement and support of animals, plants, soil or compost materialsFor residential use"
140972,Get the quality you expect with KOHLER genuine parts. This washer is constructed of premium metal. It has a 1 year limited warranty.Residential or commercial use0.15 lbs.Metallic finish0.25 trade size
141164,"For an economical and energy efficient way to help prevent your pipes from freezing, consider using the Armacell Armaflex 6 ft. Rubber Pipe Wrap Insulation. This rubber insulation helps protect your copper and iron pipes against mold and condensation. It is flexible for easier installation.Designed to insulate copper and iron pipesClosed-cell foam helps protect against freezingFor energy saving use on hot and cold plumbingMade of rubberHelps protect pipes from freezing, condensation and moldFire rated"
141253,"Show your team spirit with an officially licensed team key chain. Use to carry your keys and hold them securely. This Cleveland Cavaliers key chain Clip to your belt, purse or backpack.Red/white colorsNickel-plated tempered steel constructionSplit-ring key ringCleveland cavaliers logo"
141328,"USA made 6 in. Diamond Whetstone sharpener in coarse diamond is a great fit for home, cAmper or in the workshop, offering a sharpening surface of 6 in x 2 in. x 3/4 in. to satisfy a variety of edge care needs including kitchen knives, woodworking tools, hunting knives, and much more. The whetstone comes in durable plastic case with mounting capability and non-skid rubber feet, making it easy to store on a counter, bench or in a drawer. Easy to use, you can forget those messy oils that are required with other sharpeners; the diamond surface allows you to sharpen dry or with water. DMT employs a proprietary process resulting in a micronized monocrystalline diamond that covers evenly across the stone for a hardwearing surface guaranteed to provide consistent, efficient sharpening for years to come. DMT's signature polka dot pattern provides for slightly recessed holes to collect the metal fines removed during sharpening to prevent loading. Enjoy faster sharpening: 5 or 6 strokes per edge versus 30 on a conventional abrasive. This allows you to spend less time sharpening edges and more time using them. Sharpen with coarse diamond (45 micron / 325) to restore a neglected edge quickly.California residents: see&nbsp;Proposition 65 informationNo power necessary, sharpen anywhere, anytimeDesigned with diamond, the hardest known material, so that you can sharpen any steel, tungsten, ceramic, or other hard materials and much faster than with conventional abrasivesGreat value in handling a variety of edges including chef, paring, and other kitchen knives, pocket and hunting knives, utility knife, hatchet, fillet and skinning knives, multi tool, adze, chisels, edge and trim cutters, plane iron and moreConsistently sized diamond and uniform coverage ensures peak performance and durabilityClean sharpening, use dry or with water, no messy oilsColor coded blue for coarse diamond"
141390,"Add an elegant touch to your home with The Wallpaper Company 56 sq. ft. Black and White Mid-Scale Damask Wallpaper. This non-vinyl wallpaper is moisture resistant and has a breathable design to help protect against mold and mildew.Non-vinyl material helps eliminate visible seam linesMid-scale damask pattern in black and whiteBreathable design helps to inhibit mold and mildewIf you are placing a reorder requiring a specific dye-lot of a pattern please call home depot customer service at800-430-3376 for assistanceMoisture resistantPre-pasted for quick and easy installation without additional adhesives or applicatorsRemoves in full strips without special tools, chemicals or steamersIn order to ensure that you can complete your project with product from a common dye lot, it is recommended that you order 1 extra roll at the start of your projectclick here to view this pattern in a room.Wallpaper samples are not returnable"
141504,"The Makita 18-Volt LXT Lithium-Ion Brushless Motor Cordless 3-Speed Impact Driver (model XDT09Z, tool only) is the ultimate fastening solution for contractors who want more torque, longer run-time and precision fastening features. The XDT09Z delivers all of the above in a compact size that is unmatched in the category. The XDT09Z combines full 1,550 in. lbs. of fastening torque with category-leading precision features. Quick-Shift Mode is an automatic electronic controller that downshifts and reduces rotation and impact speed prior to driving the screw into place. It is engineered to minimize screw thread stripping, screw breakage and damage to work. Combined with the 3-speed power setting, the XDT09Z with Quick-Shift Mode offers precise fastening control for a wide range of tasks from cabinet screws and deck screws to lag bolts and much more. At only 4-11/16 in. long, it is ideal for work in tight spaces. It's part of Makita's expanding 18-Volt Lithium-Ion series, the world's largest cordless tool line-up powered by an 18-Volt Lithium-Ion slide-style battery. Makita 18-Volt Lithium-Ion batteries have the fastest charge times in their categories, so they spend more time working and less time sitting on the charger.California residents: see&nbsp;Proposition 65 informationQuick-shift mode selector has an automatic electronic controller that downshifts and reduces rotation and impact speed prior to driving screw into place and is engineered to minimize screw thread stripping, screw breakage and damage to workBL brushless motor delivers 1,550 in. lbs. of maximum torqueEfficient BL brushless motor is electronically controlled to optimize battery energy use for up to 50% longer run time per chargeExtreme Protection Technology (XPT) is engineered to provide improved dust and water resistance for operation in harsh conditions3-speed power selection switch (0-1,100/0-2,100/0-3,600 RPM and 0-1,100/0-2,600/0-3,800 IPM) provides the user with precise fastening control for a wide range of applicationsBL brushless motor eliminates carbon brushes, enabling the BL motor to run cooler and more efficiently for longer lifeElectronically controlled BL brushless motor efficiently uses energy to match torque and RPM to the changing demands of the application3-stage battery gauge indicates battery charge levelCompact and ergonomic design at only 4-11/16 in. long, weighs only 3.3 lbs. with battery (battery not included) for reduced operator fatigueConvenient 1-touch 1/4 in. hex chuck for quick bit changesBuilt-in LED light with an independent on/off switch illuminates the work areaRubberized soft grip provides increased comfort on the jobMakita's proprietary hammer and anvil impact mechanism are manufactured using the best raw materials with the highest quality steel and unique heat hardening process for maximum fastening and driving powerEquipped with star protection computer controls to protect against overloading, over-discharging and over-heatingRapid optimum charger communicates with the battery's built-in chip throughout the charging process to optimize battery life by actively controlling current, voltage and temperature (battery and charger sold separately)Rapid optimum charger has a built-in fan to cool the battery for faster, more efficient charging (battery and charger sold separately)Makita technology delivers category-leading charge time so the battery spends more time working and less time sitting on the charger (battery and charger sold separately)Compatible with Makita 18-Volt lithium-ion batteries with a star symbol (battery sold separately)Home Depot Protection Plan:"
141515,"This excelsior blanket helps to promote germination of newly-planted seeds by protecting seeds from erosion. It is made of weed-free shaved aspen fibers and a fully-integrated degradable net that provides increased stability to the blanket. To use, simply roll it out over a seeded area and secure with pins. The excelsior fibers help to retain moisture while also covering the seed. Over time, the blanket materials will degrade, leaving you with virtually no cleanup.Helps prevent wind and water erosion of recently-planted seedsBlanket is bio- and photo-degradable for hassle-free cleanupSmaller size is easy to handle and great for jobs around the homeMade from shaved aspen wood fibers which retain water and promote seed germinationGreen seed not included with this product"
141694,"The Colfax Privacy Fence offers a perfect combination of strength and beauty, providing superior strength while also fence featuring a beautiful lattice top. The tongue and groove pickets lock together creating full privacy and security for your property while also adding a stylish accent to your outdoor living space. It's easy to see why this is such a popular fence panel, perfect for residential, commercial and high traffic areas. The Colfax is assembled from 6 in. tongue and groove pickets with a wall thickness of 0.065 in. for full privacy on the bottom. The dual ribbed pickets and true 1.5 in. x 5.5 in. rails ensure your new fence will remain stable and reliable, maintaining its appeal years to come. The Colfax installs on center and features aluminum insert in bottom rail for added strength.Manufactured from the high quality, durable vinyl that won't chip, rot or crackEasy to install: the sections are unassembled (assemble on site), the rails are notched and go inside the posts, so hardware is not requiredMaintenance free: no painting, staining or sanding requiredBottom rail is reinforced with aluminum for superior strength and durabilityPanel will only slope 4 in. over 8 ft., if you have large grade changes, install using the stepping method (see instructions before purchasing)Posts sold separately: blank post (LTPT-BLANK-5 x 140), 3-way post (LTPT-3WAY-5 x 140), corner post (LTPT-CORNER-5 x 140), end post (LTPT-END-5 x 140), line post (LTPT-LINE-5 x 140), gate end post (LTPT-GEND-5 x 140) and gate blank post (LTPT-GBLANK-5 x 140)Gates sold separately: Colfax single gate (SWPR-LAT-8 x 44.5) and Colfax double gate (DWPR-LAT-8 x 44.5)Limited lifetime warranty"
142029,"Designed for use with a single-phase load center, the Siemens 200-Amp 2-1/2 in. Double-Pole Circuit Breaker offers a 120/240 VAC and 22,000-Amp interrupting rating. This circuit breaker accommodates copper or aluminum wire connections with a wire size range of #1 - 3000 kcmil. With a UL listing and an ANSI certification, this breaker is rated for safety.Branch circuit breaker for use with Siemens single-phase load centers#1-3000 kcmil wire rangeCompatible with copper or aluminum conductors200-Amp , 120/240 VAC, 22,000-Amp interrupting ratingUL listed and ANSI certified"
142091,The HANDy Roller Cup Liners help make painting with up to a 6 in. mini-roller much easier. They also make changing colors and clean-up a breeze. They are sold in 4-packs.Custom-fit for the HANDy Roller CupBuilt-in roller gridMade of 100% recycled materialMade in the USA
